county,pov,moe
Carter,27.043470516939706,14.100000000000001
Worth,25.22661968372018,17.7
Oregon,22.96704627457829,10
Wayne,22.30261944895564,12.6
Pemiscot,21.53502942376712,7.1
Putnam,20.912164693896564,16.1
Dallas,20.856783903832465,10.2
Wright,20.763400251208573,10.1
Mercer,20.64215408778895,15.2
Reynolds,20.60963406536022,9.8
Ozark,20.603947589060308,10.1
Benton,19.780653206302272,8.3
Mississippi,19.550710626336937,8.1
Linn,19.18741527775675,7.500000000000001
Audrain,19.083064906376052,7.199999999999999
Bates,18.719562985344318,6.599999999999999
Howell,18.64070787218275,6.4
Barry,18.39197325835808,6
Texas,18.263379743707727,5.9
Butler,17.97749843619292,5.4
Dunklin,17.94988402809935,5.3
Vernon,17.902901222378546,7.6
Iron,17.89203435168682,7.9
Washington,17.87046638527654,7.7
Morgan,17.807199153601143,8.4
Bollinger,17.53461708412538,9.4
Miller,17.51504167029593,7.400000000000001
Randolph,17.364342444390513,6.3
Laclede,17.254363357865753,6.999999999999999
McDonald,17.180499312672215,5.699999999999999
Cedar,17.15493466639135,8
Dent,16.990936772472985,6.599999999999999
Barton,16.949143189399834,6.999999999999999
Maries,16.778371838339226,9.3
Sullivan,16.767159222269342,7.1
St. Louis,16.62419363012088,2.9000000000000004
Dade,16.537133796311196,7.1
Chariton,16.523374747248855,6.4
Harrison,16.5014056364674,8.200000000000001
Pike,16.399987486504013,7.400000000000001
Webster,16.394304731099716,5.699999999999999
Jasper,16.38670381612789,3.8
Taney,16.186949816837,4.7
Caldwell,16.125102477732526,6.1000000000000005
Monroe,15.874946815639698,7.199999999999999
Clark,15.810100549778166,9.8
Douglas,15.757240287575502,8.4
Stoddard,15.711706869394973,5.9
Buchanan,15.365434101425599,4.1000000000000005
Atchison,15.348903444162094,6.7
Gasconade,15.244954578726203,6.4
Camden,15.221960157212722,4.7
Ripley,15.141315875985015,6
Shelby,15.12613813338603,7.3
Lewis,14.881766874283942,7.400000000000001
St. Francois,14.87993855197223,4.4
Polk,14.820705113427243,4.6
Montgomery,14.749943431291248,5.800000000000001
Madison,14.607235200902963,7.8
Daviess,14.48630231139298,5.500000000000001
Newton,14.461113664872972,4.300000000000001
New Madrid,14.34104499106825,4.6
Lawrence,14.328557841319828,4.4
Stone,13.988501702075762,5.2
Scott,13.978073384688916,3.8
Hickory,13.885240369083117,8.7
Nodaway,13.767956049132785,4.8
Howard,13.67326384853432,6.3
Gentry,13.656385296905071,6
Warren,13.555479259226614,6.4
Henry,13.528030187718421,5.1
Pettis,13.346880566634557,4.1000000000000005
Pulaski,13.270003873761024,4.1000000000000005
Cooper,13.22030492699674,4.6
Grundy,13.213620423113603,4.9
Crawford,13.037834940975035,5
Holt,12.752680656574256,5.9
Ray,12.640270357195787,4.300000000000001
Marion,12.606787192052588,4.9
Callaway,12.532453659237275,5.3
Ste. Genevieve,12.478367355985142,5.800000000000001
Knox,12.307874643923139,7.3
Cape Girardeau,12.225677751699763,3.4000000000000004
Shannon,11.978072421403654,7.500000000000001
Phelps,11.758543532145891,4.2
Saline,11.734877655982,4.4
Perry,11.657820717537364,5.1
Jackson,11.550733096699012,1.3999999999999997
Moniteau,11.547558474870382,5.800000000000001
Macon,10.785863429195212,4.1000000000000005
Carroll,10.748687483206584,5.2
Clinton,10.726205581982606,5.599999999999999
St. Clair,10.682000590709244,4.4
Boone,10.583317073103643,2.7
Lincoln,10.560934123290542,3.2
Adair,10.252118831550492,4.300000000000001
Greene,9.436854274584377,1.7000000000000002
Cole,9.409870899517538,2.4
Ralls,9.197980240364831,4.7
Lafayette,8.933944228843451,3.2
St. Louis,8.874461621761704,1
Christian,8.807942054800227,3.2
Livingston,8.586020015344724,3.9
Clay,8.470036289628604,2
DeKalb,8.109163790341755,4.1000000000000005
Franklin,8.073999657425311,1.7999999999999998
Jefferson,7.8952049396035715,1.6
Platte,7.644851805936659,2.5
Cass,7.601370689321245,1.9
Osage,7.487561182231149,4.5
Johnson,7.286386062508932,2.5
Andrew,7.230216071310435,3
Schuyler,6.782655914406618,3.4000000000000004
St. Charles,5.938593895928876,0.8999999999999999
Scotland,5.692271025709999,3.2999999999999994
